pop,lat,PPFD,FvFmprime,qP,qL,qN,NPQ,phiPSII,phiNPQ,phiNO,JETR,JNPQ,JNO,Jtot,phiNO_new,FvFmprime_mean,FvFm_mean
DS,39.026,1012.9525,0.361668266,0.442017446,0.362280925,0.837237003,0.892547952,0.163182693,0.357179208,0.479638099,152.000892,332.7041443,446.7717597,931.476796,0.443963336,0.361668266,0.503181455
DS,39.026,1154.0415,0.36137119,0.414247651,0.335306961,0.836714079,0.890850122,0.152411327,0.36062367,0.486965003,161.7415613,382.700135,516.7757635,1061.21746,0.450028677,0.36137119,0.502661442
DS,39.026,1295.1305,0.3600676,0.425335037,0.347370431,0.836594461,0.896840535,0.156467155,0.359386945,0.484145901,186.3458293,428.0148016,576.5974937,1190.958125,0.446967426,0.3600676,0.501454004
DS,39.026,1436.2195,0.360647,0.412644922,0.334321534,0.834415946,0.898388584,0.151339155,0.361157009,0.487503836,199.8734385,476.9796238,643.8457249,1320.698787,0.448764376,0.360647,0.502023147
DS,39.026,95.874,0.546543938,0.767817227,0.640616764,0.255262011,0.194856168,0.423557264,0.090098127,0.486344609,37.34185958,7.943274481,42.87734774,88.16248179,0.465873484,0.546543938,0.587732412
DS,39.026,166.4185,0.537773088,0.75825641,0.631372549,0.284047886,0.221822304,0.410955526,0.101792089,0.487252385,62.88968043,15.57752979,74.56560344,153.0328137,0.464367271,0.537773088,0.584046558
DS,39.026,236.963,0.527509899,0.7172115,0.587131273,0.329184597,0.265718877,0.381392728,0.123106475,0.495500797,83.10667511,26.82528814,107.9711823,217.9031455,0.470314751,0.527509899,0.582135571
DS,39.026,307.5075,0.514208781,0.678590656,0.548941869,0.383440121,0.323254116,0.35259967,0.149291178,0.498109152,99.70583481,42.21558554,140.852057,282.7734774,0.47213924,0.514208781,0.579103662
DS,39.026,378.052,0.504335032,0.670456437,0.544727981,0.42237379,0.36563787,0.340798217,0.165979735,0.493222049,118.4763903,57.70182733,171.4655919,347.6438096,0.465118454,0.504335032,0.576681031
DS,39.026,448.5965,0.49821758,0.644153202,0.519190289,0.445874707,0.39315964,0.323281048,0.179203969,0.497514982,133.3580038,73.92417135,205.2319655,412.5141407,0.468306975,0.49821758,0.575300274
DS,39.026,519.141,0.489651536,0.608934523,0.486655216,0.478404198,0.435868388,0.300652016,0.198616876,0.500731108,143.5266042,94.81661267,239.0412561,477.384473,0.470006337,0.489651536,0.573625116
DS,39.026,589.6855,0.485826514,0.602387976,0.481169443,0.496559575,0.457813158,0.294987658,0.207099398,0.497912943,159.9584749,112.3006436,269.9956857,542.2548043,0.467061008,0.485826514,0.573320258
DS,39.026,660.23,0.482595818,0.5781902,0.459766003,0.503921145,0.467424428,0.281469056,0.213787329,0.504743615,170.8869391,129.7956613,306.4425362,607.1251367,0.472476812,0.482595818,0.571560273
DS,39.026,730.7745,0.47984205,0.553723308,0.432979156,0.520050282,0.49031959,0.267920593,0.224646465,0.507432942,180.0414244,150.9614065,340.9926376,671.9954685,0.475513997,0.47984205,0.572326613
DS,39.026,871.8635,0.476186003,0.548923089,0.43216702,0.529593099,0.507512844,0.263406823,0.230293321,0.506299856,211.1827675,184.6344765,405.9188883,801.7361323,0.472505431,0.476186003,0.57121416
DS,39.026,1012.9525,0.473829589,0.52509636,0.410117297,0.537669688,0.519008507,0.250562904,0.237524219,0.511912877,233.393531,221.2482985,476.8349665,931.476796,0.477179835,0.473829589,0.570461542
DS,39.026,1154.0415,0.47401421,0.504977162,0.388407645,0.530385881,0.501992549,0.240814673,0.235463156,0.523722171,255.5567355,249.8776123,555.7831119,1061.21746,0.489618048,0.47401421,0.568318495
DS,39.026,1295.1305,0.471861051,0.498331314,0.383559363,0.538342461,0.519173882,0.236496954,0.241375205,0.52212784,281.6579685,287.4677612,621.8323925,1190.958122,0.486805116,0.471861051,0.568419965
DS,39.026,1436.2195,0.473122326,0.486627985,0.37363045,0.535207878,0.518689458,0.231734306,0.24169686,0.526568834,306.0512169,319.2087499,695.4388204,1320.698787,0.489833767,0.473122326,0.569381992
FB,44.99013,95.874,0.548951488,0.856183742,0.758752969,0.240433262,0.175108344,0.473529784,0.076663924,0.449806292,41.68760686,6.749175305,39.59908859,88.03587076,0.441626972,0.548951488,0.586563364
FB,44.99013,166.4185,0.530497423,0.82560932,0.719761282,0.327389626,0.249530278,0.441054862,0.108549297,0.450395842,67.39893501,16.58774825,68.82635857,152.8130418,0.442769596,0.530497423,0.583108921
FB,44.99013,236.963,0.510164012,0.795484869,0.683343346,0.428967879,0.354477024,0.408084876,0.149808689,0.442106435,88.79527492,32.59690449,96.19803318,217.5902126,0.433888551,0.510164012,0.581927439
FB,44.99013,307.5075,0.490990218,0.736884691,0.619057859,0.520036675,0.467932068,0.364406565,0.195446959,0.440146476,102.8965283,55.18784643,124.2830088,282.3673835,0.429519879,0.490990218,0.581749509
FB,44.99013,378.052,0.473925255,0.688758943,0.571346726,0.597169235,0.58065466,0.329133987,0.237016941,0.433849072,114.2570713,82.27914037,150.6083428,347.1445544,0.420909123,0.473925255,0.582079343
FB,44.99013,448.5965,0.458596947,0.645559893,0.53062184,0.660208137,0.682956455,0.299428256,0.272993544,0.427578199,123.3410038,112.4519717,176.1287494,411.9217249,0.413144382,0.458596947,0.581345709
FB,44.99013,519.141,0.448370992,0.602266975,0.48933169,0.699830007,0.758286831,0.273355203,0.300314817,0.42632998,130.3081236,143.1597418,203.2310309,476.6988963,0.410085661,0.448370992,0.581125145
FB,44.99013,589.6855,0.43867959,0.591826233,0.483602744,0.740267668,0.840126366,0.262762734,0.322671569,0.414565697,142.2797318,174.7189322,224.4774032,541.4760672,0.39783454,0.43867959,0.582066004
FB,44.99013,660.23,0.430698515,0.55900345,0.453770415,0.768611574,0.893815293,0.243817656,0.341856816,0.414325527,147.8152435,207.2518017,251.1861924,606.2532375,0.396137501,0.430698515,0.580785918
FB,44.99013,730.7745,0.423653842,0.536014851,0.43380599,0.792325106,0.953740139,0.230164435,0.35904553,0.410790035,154.447335,240.9304688,275.6526052,671.030409,0.391001424,0.423653842,0.5806387
FB,44.99013,871.8635,0.416302605,0.512688102,0.414478607,0.819651468,1.023127065,0.216553352,0.378386663,0.405059984,173.3693114,302.9305923,324.2848464,800.58475,0.384591438,0.416302605,0.581157968
FB,44.99013,95.874,0.592610326,0.859095228,0.741983703,0.222158789,0.177555483,0.510628582,0.071003948,0.41836747,44.95363185,6.250894389,36.83134452,88.03587076,0.407645987,0.592610326,0.629521307
FB,44.99013,166.4185,0.576326429,0.833929427,0.711886111,0.28751738,0.237308605,0.48218385,0.095802124,0.422014026,73.68398076,14.63981397,64.48924694,152.8130417,0.411479772,0.576326429,0.625100673
FB,44.99013,236.963,0.557233141,0.800903677,0.67393259,0.362372768,0.315167325,0.448191259,0.127368112,0.424440629,97.52203133,27.71405457,92.3541267,217.5902126,0.412465944,0.557233141,0.620535402
FB,44.99013,307.5075,0.53689303,0.762087465,0.63247131,0.449880296,0.423068457,0.410796395,0.167720963,0.421482642,115.9955032,47.35892948,119.0129508,282.3673835,0.406609153,0.53689303,0.618668065
FB,44.99013,378.052,0.514559704,0.710057948,0.580108726,0.540824212,0.555670723,0.367595269,0.21595853,0.416446201,127.6086959,74.96882767,144.5670309,347.1445544,0.399825845,0.514559704,0.617241175
FB,44.99013,448.5965,0.498616509,0.691450677,0.566377432,0.603668283,0.664983834,0.347134794,0.248349083,0.404516123,142.9923633,102.3003828,166.6289793,411.9217253,0.386593696,0.498616509,0.616968487
FB,44.99013,519.141,0.485224335,0.63972266,0.516794389,0.653048204,0.763379726,0.31328523,0.282662236,0.404052534,149.3427234,134.7447759,192.611397,476.6988963,0.38376285,0.485224335,0.616781564
FB,44.99013,589.6855,0.474156537,0.637012329,0.519256404,0.694792665,0.855438804,0.304744415,0.304566435,0.390689149,165.0118073,164.9154354,211.5488239,541.4760666,0.36994469,0.474156537,0.617405087
FB,44.99013,660.23,0.465956869,0.597367656,0.480017038,0.719519944,0.910482003,0.280871562,0.32524753,0.393880908,170.2792939,197.1823682,238.7915759,606.2532381,0.371418707,0.465956869,0.616006381
FB,44.99013,730.7745,0.458291214,0.580076923,0.466295301,0.746455056,0.977707573,0.268509764,0.342802576,0.38868766,180.1782168,230.0309528,260.8212395,671.030409,0.365412794,0.458291214,0.616316701
FB,44.99013,871.8635,0.449109912,0.559041427,0.450193959,0.776038753,1.051838228,0.253672575,0.362790839,0.383536586,203.0863953,290.4448134,307.0535421,800.5847508,0.359169745,0.449109912,0.615543017
FB,44.99013,95.874,0.559220724,0.847056416,0.738121526,0.260076652,0.201580916,0.475889429,0.084823622,0.43928695,41.89534027,7.467521423,38.67300915,88.03587084,0.430402497,0.559220724,0.601811068
FB,44.99013,166.4185,0.544704642,0.819208555,0.702604772,0.332969155,0.270900324,0.447822264,0.113652872,0.438524864,68.43308229,17.36764107,67.01231832,152.8130417,0.432632988,0.544704642,0.600693876
FB,44.99013,236.963,0.5154683,0.760739322,0.637861567,0.455629067,0.408207741,0.393705979,0.168434799,0.437859221,85.66656767,36.64976372,95.27388098,217.5902124,0.427901644,0.5154683,0.595700305
FB,44.99013,307.5075,0.490948701,0.717929155,0.599211888,0.560644513,0.556334746,0.355134434,0.220236223,0.424629343,100.2783809,62.18752604,119.9014765,282.3673835,0.412295895,0.490948701,0.594367622
FB,44.99013,378.052,0.473224865,0.652251392,0.535811724,0.634638329,0.678361315,0.312391197,0.265663401,0.421945402,108.4449029,92.22360297,146.4760486,347.1445544,0.406737224,0.473224865,0.594260982
FB,44.99013,448.5965,0.460054341,0.626375549,0.512665448,0.685666634,0.770013257,0.292074391,0.294268638,0.413656971,120.3117871,121.2156451,170.3942932,411.9217253,0.397772861,0.460054341,0.593573747
FB,44.99013,519.141,0.451356346,0.592950446,0.482687979,0.715586425,0.833087068,0.270997721,0.315892654,0.413109625,129.1843145,150.5856795,196.9289023,476.6988963,0.394447815,0.451356346,0.592892968
FB,44.99013,589.6855,0.44310249,0.577117401,0.470337655,0.746825205,0.897185146,0.25922568,0.334245472,0.406528848,140.3645017,180.9859236,220.1256418,541.4760672,0.38774242,0.44310249,0.592684006
FB,44.99013,660.23,0.440897476,0.555870193,0.448867464,0.756478416,0.919050446,0.248598517,0.343665225,0.407736258,150.7136559,208.3481555,247.1914267,606.2532381,0.388589867,0.440897476,0.593315622
FB,44.99013,730.7745,0.435952903,0.544531605,0.440451465,0.773961894,0.959344969,0.240656176,0.355056615,0.404287209,161.4876122,238.2537856,271.2890112,671.030409,0.384319565,0.435952903,0.593190943
FB,44.99013,871.8635,0.432951845,0.513362773,0.410749852,0.779145083,0.975022846,0.22507832,0.363367316,0.411554364,180.1942707,290.9063321,329.484148,800.5847508,0.38888772,0.432951845,0.591680298
FB,44.99013,95.874,0.534654624,0.818695814,0.706830938,0.260902777,0.19350726,0.440021809,0.086554827,0.473423364,38.73770311,7.619929563,41.67823809,88.03587076,0.469202491,0.534654624,0.575780127
FB,44.99013,166.4185,0.520200262,0.789563671,0.674950349,0.321717647,0.245127307,0.413225385,0.110540603,0.476234012,63.14622798,16.89204577,72.77476792,152.8130417,0.472510205,0.520200262,0.571480253
FB,44.99013,236.963,0.500743995,0.740157298,0.62101942,0.407785184,0.332697086,0.37322572,0.148240064,0.478534216,81.21026376,32.25558704,104.1243618,217.5902126,0.469931215,0.500743995,0.567707331
FB,44.99013,307.5075,0.481866941,0.695312183,0.57912396,0.496755844,0.434644941,0.338892494,0.189901889,0.471205617,95.69218682,53.62209952,133.0530972,282.3673835,0.460172532,0.481866941,0.565981396
FB,44.99013,378.052,0.470645245,0.655553406,0.538694087,0.554351058,0.511767478,0.312042097,0.220644612,0.467313291,108.3237147,76.59557552,162.2252642,347.1445544,0.454093398,0.470645245,0.566941959
FB,44.99013,448.5965,0.46076772,0.621424838,0.508086288,0.591851216,0.565580171,0.28976188,0.241961525,0.468276595,119.3592135,99.66920884,192.8933029,411.9217253,0.451743258,0.46076772,0.565070975
FB,44.99013,519.141,0.452810042,0.598444973,0.488016039,0.627553321,0.622233466,0.274847213,0.262394205,0.462758582,131.0193631,125.0830279,220.5965053,476.6988963,0.444428551,0.452810042,0.565420794
FB,44.99013,589.6855,0.446605005,0.583559835,0.4748498,0.653369798,0.66104959,0.263950355,0.276559658,0.459489987,142.9228002,149.750436,248.8028311,541.4760672,0.440825772,0.446605005,0.564887628
FB,44.99013,660.23,0.441892112,0.565766968,0.458690344,0.669104001,0.690072061,0.253279186,0.287018491,0.459702323,153.5513267,174.0058896,278.6960219,606.2532381,0.439412826,0.441892112,0.563812175
FB,44.99013,730.7745,0.439316746,0.556099651,0.45086741,0.68677103,0.720792334,0.247361568,0.297484469,0.455153962,165.9871341,199.6211249,305.4221493,671.0304083,0.434656401,0.439316746,0.565731254
FB,44.99013,871.8635,0.4362081,0.526388165,0.423363942,0.696943756,0.738830695,0.232557655,0.307140098,0.460302247,186.1821123,245.8916788,368.5109597,800.5847508,0.438301013,0.4362081,0.564883258
GS,34.09004,95.874,0.518107649,0.896726374,0.823159186,0.297595811,0.211781753,0.465878873,0.091337851,0.442783275,41.49514685,8.135328214,39.43805586,89.06853092,0.44145311,0.518107649,0.564156349
GS,34.09004,166.4185,0.488315406,0.86293611,0.780259555,0.46366429,0.367130932,0.422560094,0.152421997,0.425017909,65.33013057,23.56528481,65.71012238,154.6055378,0.421998238,0.488315406,0.563921655
GS,34.09004,236.963,0.452909707,0.812018169,0.722016669,0.635499868,0.579179561,0.369261786,0.227317827,0.403420387,81.29022917,50.04232485,88.80999051,220.1425445,0.398897638,0.452909707,0.563500331
GS,34.09004,307.5075,0.422512039,0.734532297,0.638683773,0.763171196,0.783952854,0.312882586,0.296287934,0.390829481,89.38415677,84.64340404,111.6519908,285.6795516,0.384352525,0.422512039,0.562096379
GS,34.09004,378.052,0.402457976,0.669759291,0.574577425,0.842593769,0.942273836,0.272479957,0.34605362,0.381466423,95.69947263,121.5397613,133.9773241,351.216558,0.373448897,0.402457976,0.56190655
GS,34.09004,448.5965,0.387038905,0.618877607,0.527246052,0.901790941,1.07875185,0.242635467,0.385807793,0.371556739,101.1191958,160.7867731,154.8475955,416.7535644,0.363107519,0.387038905,0.562359029
GS,34.09004,519.141,0.378932372,0.572213858,0.48162325,0.930813179,1.159624471,0.220255441,0.410436297,0.369308262,106.2271225,197.9495563,178.1138928,482.2905716,0.360034887,0.378932372,0.562732312
GS,34.09004,589.6855,0.371675423,0.542849451,0.455510666,0.956875907,1.232626601,0.205140707,0.429945726,0.364913567,112.3817367,235.5361259,199.9097157,547.8275783,0.354973739,0.371675423,0.562840489
GS,34.09004,660.23,0.368532581,0.515274114,0.428774985,0.964719378,1.262946101,0.193130622,0.440211708,0.36665767,118.4594838,270.0102716,224.8948296,613.3645851,0.355524213,0.368532581,0.56242208
GS,34.09004,730.7745,0.364499538,0.487882729,0.403967969,0.977349636,1.302804605,0.180654783,0.452387556,0.36695766,122.6468198,307.1266319,249.1281395,678.9015912,0.354475118,0.364499538,0.562201801
GS,34.09004,871.8635,0.362118085,0.452709736,0.370603917,0.986378002,1.336617407,0.166455617,0.464643341,0.368901042,134.8249891,376.3497714,298.8008448,809.9756054,0.355446025,0.362118085,0.562855253
GS,34.09004,95.874,0.411311089,0.704308064,0.616999898,0.452137761,0.293306145,0.293858532,0.152037393,0.554104075,26.17354777,13.54174725,49.35323599,89.06853101,0.539186689,0.411311089,0.471116634
GS,34.09004,166.4185,0.393318478,0.665131566,0.5795778,0.548285137,0.374648618,0.265044932,0.189967252,0.544987816,40.97741424,29.36998915,84.25813437,154.6055378,0.527881155,0.393318478,0.46685008
GS,34.09004,236.963,0.384240158,0.654085081,0.570365999,0.61801231,0.445029303,0.254459118,0.217223229,0.528317653,56.01727771,47.82007436,116.3051925,220.1425445,0.509234303,0.384240158,0.469206475
GS,34.09004,307.5075,0.377431088,0.628416333,0.545534908,0.655206269,0.485935359,0.240413321,0.235154586,0.524432093,68.68116967,67.17885661,149.819525,285.6795513,0.504496326,0.377431088,0.468553031
GS,34.09004,378.052,0.371480762,0.615761963,0.534186368,0.687721318,0.525403076,0.23176917,0.249516209,0.518714622,81.40117015,87.6342241,182.1811641,351.2165584,0.497322497,0.371480762,0.468152605
GS,34.09004,448.5965,0.364604193,0.605183958,0.524619821,0.719485447,0.557753836,0.223156741,0.262104338,0.514738922,93.00136732,109.2329172,214.5192807,416.7535652,0.492610907,0.364604193,0.465800387
GS,34.09004,519.141,0.363481261,0.591257393,0.511797046,0.73033196,0.574956277,0.217138013,0.268743176,0.514118811,104.7236164,129.6123,247.9546552,482.2905716,0.490489004,0.363481261,0.467042565
GS,34.09004,589.6855,0.362892149,0.582555382,0.502626908,0.736634282,0.585836283,0.21364026,0.273216163,0.513143577,117.0380263,149.6753489,281.1142031,547.8275783,0.490133426,0.362892149,0.467741968
GS,34.09004,660.23,0.361524924,0.568540415,0.488351665,0.743372236,0.594179617,0.207669737,0.277274381,0.515055882,127.3772621,170.0702857,315.9170374,613.3645851,0.491247554,0.361524924,0.467456349
GS,34.09004,730.7745,0.3622754,0.562386249,0.482848774,0.735928572,0.587720577,0.205606274,0.275878262,0.518515464,139.5864267,187.2941912,352.0209739,678.9015918,0.493820323,0.3622754,0.46733982
GS,34.09004,871.8635,0.362803067,0.544233355,0.464655959,0.732749978,0.581462781,0.198475653,0.277085357,0.52443899,160.7604372,224.4323798,424.7827884,809.9756054,0.49981953,0.362803067,0.467013938
GS,34.09004,95.874,0.378968566,0.738236609,0.661337177,0.504290704,0.302912689,0.281811228,0.159154803,0.559033969,25.1005121,14.17568451,49.7923344,89.06853101,0.561010974,0.378968566,0.439323841
GS,34.09004,166.4185,0.363044778,0.698274173,0.621949252,0.597882808,0.374406246,0.256067534,0.192806277,0.551126189,39.5894588,29.80891814,85.20716083,154.6055378,0.549425038,0.363044778,0.434890581
GS,34.09004,236.963,0.35473647,0.659680436,0.582324542,0.662283478,0.430996644,0.236649469,0.218957617,0.544392914,52.09661627,48.20188695,119.8440413,220.1425445,0.541345496,0.35473647,0.435087126
GS,34.09004,307.5075,0.348290566,0.620485232,0.54376658,0.703334415,0.465321242,0.219508683,0.236754178,0.54373714,62.70914206,67.63582734,155.3345822,285.6795516,0.539591677,0.348290566,0.433654645
GS,34.09004,378.052,0.344307223,0.604973322,0.528902229,0.733180123,0.495205627,0.211241965,0.249289943,0.539468092,74.19167586,87.55475574,189.4701264,351.216558,0.533472702,0.344307223,0.434045436
GS,34.09004,448.5965,0.343553713,0.569768011,0.493499076,0.737725249,0.499062838,0.199798814,0.254291411,0.545909775,83.26686798,105.976852,227.5098448,416.7535648,0.539771028,0.343553713,0.433803993
GS,34.09004,519.141,0.342629387,0.567476915,0.492159156,0.749762752,0.513742134,0.197587031,0.259402656,0.543010313,95.29436211,125.1074552,261.8887542,482.2905716,0.535024191,0.342629387,0.4349367
GS,34.09004,589.6855,0.341140795,0.551171783,0.476068395,0.759736348,0.522466814,0.191643976,0.264188571,0.544167453,104.9878553,144.7297851,298.109938,547.8275783,0.536159528,0.341140795,0.434428972
GS,34.09004,660.23,0.342511688,0.530637696,0.455105469,0.757884614,0.526817959,0.184814114,0.266863322,0.548322564,113.3584323,163.6845108,336.321642,613.3645851,0.538530842,0.342511688,0.436426327
GS,34.09004,730.7745,0.341572701,0.513733209,0.437470997,0.759581138,0.527618526,0.178965518,0.268680663,0.552353819,121.4999751,182.4077298,374.993887,678.9015918,0.542675996,0.341572701,0.435348401
GS,34.09004,871.8635,0.342057227,0.500299822,0.425941827,0.763233124,0.536513249,0.173513235,0.273573555,0.55291321,140.5414876,221.5879058,447.846212,809.9756054,0.541599088,0.342057227,0.43713141
GS,34.09004,95.874,0.415079719,0.763365201,0.68132448,0.429063684,0.270535159,0.318874734,0.138889051,0.542236215,28.40170413,12.37064375,48.29618313,89.06853101,0.539512906,0.415079719,0.470638228
GS,34.09004,166.4185,0.398165309,0.723311372,0.639189107,0.519047482,0.339781109,0.290882257,0.171667876,0.537449866,44.97200777,26.54080429,83.09272556,154.6055376,0.532197553,0.398165309,0.465395574
GS,34.09004,236.963,0.389338296,0.694425544,0.609145737,0.574709761,0.390413855,0.273107982,0.194564123,0.532327896,60.12268609,42.83184111,117.1880175,220.1425447,0.524226832,0.389338296,0.464888032
GS,34.09004,307.5075,0.382382027,0.653310151,0.568012028,0.613492056,0.426741976,0.253545892,0.212554903,0.533899204,72.43287666,60.72258931,152.524085,285.679551,0.523901379,0.382382027,0.463651195
GS,34.09004,378.052,0.37540559,0.643944399,0.560995236,0.662377505,0.477578921,0.245159957,0.232585127,0.522254916,86.10423627,81.68774776,183.424574,351.216558,0.511757966,0.37540559,0.464457766
GS,34.09004,448.5965,0.372218615,0.594478464,0.508690738,0.675777716,0.493989929,0.225022757,0.243394548,0.531582694,93.77903614,101.4355455,221.5389827,416.7535644,0.519295159,0.372218615,0.46365543
GS,34.09004,519.141,0.369825335,0.589107195,0.506595788,0.685017404,0.503453825,0.221510349,0.247289535,0.531200116,106.8323528,119.2654112,256.1928076,482.2905716,0.517707287,0.369825335,0.462375315
GS,34.09004,589.6855,0.369142286,0.572511166,0.488868125,0.696979985,0.520460997,0.214809097,0.254752929,0.530437974,117.6783474,139.5606802,290.5885507,547.8275783,0.516697204,0.369142286,0.464319017
GS,34.09004,660.23,0.369498624,0.552374068,0.468473475,0.697446136,0.522268601,0.207766647,0.258047067,0.534186286,127.4367032,158.2769322,327.6509497,613.3645851,0.520384187,0.369498624,0.465069721
GS,34.09004,730.7745,0.367836602,0.54064959,0.457115506,0.702290559,0.525578501,0.201109925,0.260656497,0.538233578,136.5338482,176.9601107,365.4076329,678.9015918,0.522614782,0.367836602,0.463766231
GS,34.09004,871.8635,0.367901811,0.523347087,0.440223274,0.700714166,0.528120855,0.195815234,0.262453982,0.541730784,158.6055627,212.5813229,438.7887197,809.9756054,0.525692778,0.367901811,0.46398814
HH,27.471427,95.874,0.495783117,0.837184674,0.749114096,0.352673938,0.254086043,0.418584901,0.114340954,0.467074146,37.24982246,10.17518842,41.56487483,88.98988571,0.452967509,0.495783117,0.549846454
HH,27.471427,166.4185,0.476927894,0.824794263,0.738612801,0.470808242,0.367929891,0.396851607,0.157938125,0.445210268,61.30128071,24.39654814,68.77119591,154.4690248,0.431158948,0.476927894,0.551879055
HH,27.471427,236.963,0.454515461,0.790347131,0.701354983,0.581909047,0.500407646,0.362763137,0.205672113,0.43156475,79.78908592,45.23720362,94.92187437,219.9481639,0.41537545,0.454515461,0.551501893
HH,27.471427,307.5075,0.43069174,0.740815148,0.650045042,0.697177675,0.669825185,0.322521184,0.26261706,0.414861756,92.05635173,74.95807917,118.4128722,285.4273031,0.398108643,0.43069174,0.55286069
HH,27.471427,378.052,0.412821133,0.698946687,0.607694017,0.778009011,0.81371431,0.291596023,0.306905544,0.401498433,102.322923,107.6951325,140.8883867,350.9064422,0.383888513,0.412821133,0.554159751
HH,27.471427,448.5965,0.3981201,0.674014913,0.584961565,0.834585789,0.933040822,0.271409923,0.338822443,0.389767634,113.0111786,141.0807799,162.2936229,416.3855813,0.371347338,0.3981201,0.553602016
HH,27.471427,519.141,0.385253506,0.622513056,0.535309897,0.88618733,1.052034665,0.242637976,0.373737809,0.383624214,116.9186805,180.0910649,184.8549747,481.86472,0.363817955,0.385253506,0.554245723
HH,27.471427,589.6855,0.377323111,0.598138445,0.511949683,0.911385252,1.125279377,0.228313488,0.391597146,0.380089366,124.9659857,214.3382933,208.0395806,547.3438596,0.358291361,0.377323111,0.553599745
HH,27.471427,660.23,0.370979175,0.584245504,0.500587991,0.93756857,1.196295697,0.219919238,0.408215299,0.371865462,134.7715669,250.1637237,227.8877076,612.8229982,0.351109196,0.370979175,0.554670414
HH,27.471427,730.7745,0.366065893,0.554161197,0.4716915,0.952522869,1.248094863,0.205294809,0.422504752,0.372200439,139.2519078,286.5858766,252.4643535,678.3021379,0.349197752,0.366065893,0.554680538
HH,27.471427,95.874,0.43227927,0.825335486,0.749815772,0.472842831,0.330489463,0.357409261,0.153599589,0.48899115,31.80580926,13.66880986,43.51526651,88.98988562,0.484434282,0.43227927,0.500067833
HH,27.471427,166.4185,0.411352002,0.800703686,0.725169939,0.604808633,0.464422869,0.330000918,0.204326528,0.465672554,50.97491998,31.56211951,71.93198528,154.4690248,0.459056319,0.411352002,0.501299388
HH,27.471427,236.963,0.385663641,0.764040734,0.688685253,0.731132658,0.612560534,0.295510386,0.257234336,0.447255277,64.99696682,56.5782199,98.37297698,219.9481637,0.437896851,0.385663641,0.497474835
HH,27.471427,307.5075,0.363894397,0.705296882,0.628800578,0.839313241,0.772175331,0.257730312,0.31050147,0.431768218,73.56326787,88.62559718,123.238438,285.4273031,0.419170685,0.363894397,0.49649632
HH,27.471427,378.052,0.348377745,0.662512413,0.587041067,0.912838861,0.893717856,0.231947861,0.34801575,0.420036389,81.39199868,122.1209687,147.3934749,350.9064422,0.405886084,0.348377745,0.495164603
HH,27.471427,448.5965,0.337207142,0.625203687,0.552122899,0.965970569,0.9996085,0.212355181,0.377742239,0.409902579,88.42163549,157.2864218,170.6775237,416.3855809,0.39425301,0.337207142,0.495262185
HH,27.471427,519.141,0.327597933,0.581829559,0.510029715,1.009026379,1.096415193,0.19246528,0.404551858,0.402982862,92.74222835,194.939268,194.1832242,481.8647205,0.386015904,0.327597933,0.495252132
HH,27.471427,589.6855,0.323986209,0.568243945,0.497318037,1.025523474,1.14012957,0.186294437,0.41442855,0.399277013,101.9671162,226.8349221,218.5418214,547.3438596,0.381272976,0.323986209,0.495393175
HH,27.471427,660.23,0.32075313,0.545957974,0.476429592,1.039953916,1.188690939,0.1765797,0.425897868,0.397522432,108.2121013,261.0000086,243.6108889,612.8229988,0.376770404,0.32075313,0.49641322
HH,27.471427,730.7745,0.320266708,0.52226454,0.452576628,1.041341403,1.197142403,0.168601913,0.430470502,0.400927585,114.363038,291.9890618,271.9500381,678.3021379,0.378943149,0.320266708,0.496387436
HH,27.471427,95.874,0.55966114,0.898695474,0.81803197,0.321838808,0.255824562,0.504905362,0.099148878,0.39594576,44.93147041,8.823247313,35.2351679,88.98988562,0.394789042,0.55966114,0.612898638
HH,27.471427,166.4185,0.530905287,0.881927381,0.796650571,0.473300651,0.424551789,0.469962758,0.155617458,0.374419784,72.59468891,24.03807697,57.83625889,154.4690248,0.374787064,0.530905287,0.614463401
HH,27.471427,236.963,0.488253618,0.839848965,0.748811168,0.653671162,0.696365458,0.412069853,0.236928767,0.351001381,90.63400757,52.11204728,77.20210928,219.9481641,0.349434784,0.488253618,0.613797566
HH,27.471427,307.5075,0.449733332,0.778866819,0.684770532,0.789848614,0.984550063,0.353057964,0.314157852,0.332784184,100.7723825,89.66922843,94.98569214,285.4273031,0.32840527,0.449733332,0.612651342
HH,27.471427,378.052,0.423352905,0.711184544,0.615088317,0.875455893,1.226961976,0.30522313,0.374053235,0.320723636,107.1047626,131.2576899,112.54399,350.9064426,0.314088472,0.423352905,0.613205258
HH,27.471427,448.5965,0.401494521,0.660400248,0.568399852,0.938793483,1.450194762,0.26905685,0.422299465,0.308643685,112.0313929,175.8394082,128.5147802,416.3855813,0.299614752,0.401494521,0.613490155
HH,27.471427,519.141,0.387388987,0.615021153,0.525233762,0.975999322,1.610351859,0.242025982,0.455729697,0.302244321,116.6237822,219.6000631,145.6408753,481.8647205,0.291364634,0.387388987,0.613533921
HH,27.471427,589.6855,0.379215523,0.586438754,0.498406697,0.998545635,1.726004027,0.226728312,0.476835979,0.296435709,124.0983494,260.9932452,162.2522651,547.3438596,0.284969956,0.379215523,0.614861002
HH,27.471427,660.23,0.371069611,0.555381843,0.470748405,1.018085528,1.823326411,0.209997485,0.496386946,0.293615568,128.6912885,304.1973368,179.9343729,612.8229982,0.280593803,0.371069611,0.614362273
