pop,lat,PPFD,FvFmprime,qP,qL,qN,NPQ,phiPSII,phiNPQ,phiNO,JETR,JNPQ,JNO,Jtot,phiNO_new,FvFmprime_mean,FvFm_mean
HH,27.471427,730.7745,0.367082706,0.529493577,0.445676355,1.027825115,1.894804429,0.197881541,0.509938864,0.292179595,134.2234723,345.8926217,198.1860439,678.3021379,0.277749349,0.367082706,0.615729864
HH,27.471427,95.874,0.548634702,0.898524263,0.820799429,0.310960602,0.242418125,0.494628875,0.096803501,0.408567624,44.01696701,8.614532482,36.35838613,88.98988562,0.404732256,0.548634702,0.599752369
HH,27.471427,166.4185,0.520859582,0.878058259,0.793414287,0.435669533,0.369393144,0.458528729,0.142528031,0.39894324,70.8284856,22.01616595,61.62437322,154.4690248,0.394291199,0.520859582,0.595776926
HH,27.471427,236.963,0.481629455,0.834282361,0.74254264,0.615218195,0.61862243,0.402984127,0.222074177,0.374941696,88.63561882,48.84480748,82.46773761,219.9481639,0.368355862,0.481629455,0.596525362
HH,27.471427,307.5075,0.444886918,0.777643329,0.683075349,0.757432077,0.88356484,0.347462565,0.297546303,0.354991132,99.17530284,84.9278388,101.3241614,285.4273031,0.345958426,0.444886918,0.595862195
HH,27.471427,378.052,0.421133535,0.713463344,0.617175927,0.840952124,1.085372364,0.302638433,0.352937656,0.344423911,106.1977758,123.8480972,120.8605692,350.9064422,0.333925203,0.421133535,0.595867933
HH,27.471427,448.5965,0.400549217,0.65384006,0.560095962,0.908302737,1.27973367,0.264454267,0.4015588,0.333986933,110.1149437,167.2032944,139.0673433,416.3855813,0.321955208,0.400549217,0.595826715
HH,27.471427,519.141,0.386584797,0.597968481,0.506049394,0.949409443,1.421473008,0.233685969,0.436618485,0.329695546,112.6050241,210.3910442,158.8686521,481.8647205,0.315748719,0.386584797,0.595280454
HH,27.471427,589.6855,0.378387713,0.581115511,0.492859381,0.973457257,1.515904453,0.222440566,0.454508859,0.323050576,121.7514779,248.7726331,176.8197491,547.3438602,0.308342476,0.378387713,0.595611537
HH,27.471427,660.23,0.372619371,0.54436645,0.458288632,0.989170816,1.579838927,0.205793997,0.471327425,0.322878578,126.1152944,288.840286,197.8674184,612.8229988,0.307115067,0.372619371,0.595163029
HH,27.471427,730.7745,0.369477219,0.518105142,0.433011388,0.999346645,1.620996385,0.19391062,0.483085983,0.323003397,131.5299881,327.6782551,219.0938947,678.3021379,0.306743272,0.369477219,0.595656722
JP2,42.49572,95.874,0.525766276,0.780844021,0.666303332,0.323799671,0.25079655,0.415398293,0.112004037,0.47259767,37.19641157,10.02928594,42.31827077,89.54396827,0.455035318,0.525766276,0.577788101
JP2,42.49572,166.4185,0.505643182,0.737773178,0.622717502,0.411270288,0.339341308,0.377896934,0.150331678,0.471771388,58.73682421,23.36617355,73.32780605,155.4308038,0.450657389,0.505643182,0.57394465
JP2,42.49572,236.963,0.490425774,0.695670656,0.578201567,0.485440727,0.431445865,0.34516462,0.186639284,0.468196096,76.39101888,41.30656574,103.6200547,221.3176393,0.443383783,0.490425774,0.574308399
JP2,42.49572,307.5075,0.476324924,0.657829604,0.542351403,0.545635083,0.51005844,0.316773446,0.21773848,0.465488073,90.97875121,62.53546581,133.6902576,287.2044746,0.438770993,0.476324924,0.572802667
JP2,42.49572,378.052,0.470508219,0.618835587,0.501311005,0.571314815,0.548392834,0.29378951,0.235917075,0.470293416,103.7345231,83.30026916,166.0565185,353.0913108,0.442363197,0.470508219,0.572763477
JP2,42.49572,448.5965,0.464016368,0.581361254,0.466894386,0.597976694,0.597153297,0.272258648,0.25518593,0.472555422,114.0704236,106.9173278,197.9903946,418.9781459,0.442046664,0.464016368,0.573162218
JP2,42.49572,519.141,0.464669512,0.570925223,0.454949686,0.593834059,0.593593781,0.267363095,0.255041465,0.47759544,129.6350021,123.6606752,231.5693042,484.8649815,0.446429564,0.464669512,0.573016939
JP2,42.49572,589.6855,0.460586871,0.569743516,0.455351892,0.61117047,0.623770654,0.264629327,0.263853022,0.471517651,145.7450827,145.3175313,259.689203,550.751817,0.439973694,0.460586871,0.573198816
JP2,42.49572,660.23,0.46306233,0.544039932,0.429126131,0.599404742,0.606457959,0.253547255,0.262829966,0.483622779,156.3470377,162.0711161,298.2204988,616.6386525,0.451233784,0.46306233,0.573057297
JP2,42.49572,730.7745,0.461167363,0.547445038,0.433602737,0.605771654,0.620501333,0.253989983,0.265709284,0.480300733,173.3546371,181.3533587,327.8174922,682.5254881,0.446735265,0.461167363,0.572956586
JP2,42.49572,871.8635,0.462088367,0.494453245,0.38288979,0.601297156,0.614040908,0.229597375,0.271105986,0.49929664,186.9609494,220.7613764,406.5768341,814.29916,0.463702638,0.462088367,0.572633693
JP2,42.49572,95.874,0.545446355,0.809934754,0.696490137,0.330984378,0.269130063,0.445953933,0.113526955,0.440519112,39.93248483,10.16565406,39.44582939,89.54396827,0.421783967,0.545446355,0.600557842
JP2,42.49572,166.4185,0.525095191,0.788399566,0.676929421,0.429909939,0.376459252,0.419381967,0.152899666,0.427718367,65.18487623,23.76531799,66.48060959,155.4308038,0.40881383,0.525095191,0.599451683
JP2,42.49572,236.963,0.511534337,0.746010165,0.628033152,0.500766871,0.467382975,0.385811956,0.188228267,0.425959777,85.38699133,41.65823571,94.2724123,221.3176393,0.405199365,0.511534337,0.601269889
JP2,42.49572,307.5075,0.498546731,0.698869163,0.577208983,0.563033036,0.561815021,0.353238559,0.222777946,0.423983495,101.4516948,63.98282299,121.769957,287.2044749,0.401824868,0.498546731,0.602829648
JP2,42.49572,378.052,0.490125224,0.665784531,0.544231245,0.598562875,0.628222677,0.330019414,0.24571615,0.424264436,116.5269873,86.76023739,149.8040857,353.0913104,0.399038281,0.490125224,0.603885071
JP2,42.49572,448.5965,0.478633222,0.630387321,0.510610715,0.643272966,0.707693605,0.304730405,0.273624039,0.421645555,127.6753801,114.6424925,176.6602729,418.9781455,0.395037692,0.478633222,0.603528295
JP2,42.49572,519.141,0.474996534,0.607938111,0.488140248,0.657413505,0.74304642,0.292163374,0.285690515,0.422146111,141.6597889,138.5213263,204.6838663,484.8649815,0.394850692,0.474996534,0.604302374
JP2,42.49572,589.6855,0.468709955,0.608891701,0.492156621,0.67876026,0.789492384,0.288033604,0.296518705,0.415447691,158.6350308,163.3082156,228.8085707,550.751817,0.386809985,0.468709955,0.604016614
JP2,42.49572,660.23,0.467483491,0.573817982,0.45634394,0.677283867,0.798485284,0.270835109,0.303364894,0.425799997,167.0073967,187.0665195,262.5647364,616.6386525,0.394325004,0.467483491,0.603226921
JP2,42.49572,730.7745,0.464649999,0.569282423,0.453329582,0.689758806,0.82057441,0.266242781,0.310434697,0.423322522,181.717484,211.8795931,288.9284109,682.5254881,0.391888571,0.464649999,0.603344289
JP2,42.49572,871.8635,0.465380259,0.513310206,0.398284418,0.683260487,0.817518653,0.240880644,0.31884673,0.440272627,196.1489059,259.6366241,358.51363,814.29916,0.40640269,0.465380259,0.603054263
JP2,42.49572,95.874,0.586240777,0.872760854,0.766032032,0.260912906,0.210618937,0.514052068,0.08259242,0.403355512,46.03026207,7.395653036,36.11805317,89.54396827,0.400467375,0.586240777,0.629578276
JP2,42.49572,166.4185,0.566076066,0.829947928,0.712921052,0.354744591,0.305757559,0.473653792,0.120005749,0.406340459,73.62038962,18.65259003,63.15782416,155.4308038,0.40009215,0.566076066,0.627279215
JP2,42.49572,236.963,0.544804376,0.777341717,0.648500167,0.452532267,0.426905628,0.427495896,0.165184825,0.407319279,94.61238253,36.55831552,90.14694129,221.3176393,0.397111062,0.544804376,0.626789938
JP2,42.49572,307.5075,0.52817205,0.724140628,0.590072852,0.527354432,0.542228788,0.386730823,0.206224981,0.407044196,111.0708229,59.22873737,116.9049146,287.2044749,0.393033765,0.52817205,0.628233591
JP2,42.49572,378.052,0.51696107,0.66454417,0.528310695,0.573390216,0.626758448,0.347117496,0.238656393,0.414226111,122.5641715,84.26749854,146.2596403,353.0913104,0.39531557,0.51696107,0.629217078
JP2,42.49572,448.5965,0.50403762,0.611709826,0.476594538,0.621464141,0.727424971,0.311475894,0.273236842,0.415287264,130.5015926,114.4802655,173.9962879,418.9781459,0.392487273,0.50403762,0.629881237
JP2,42.49572,519.141,0.497747226,0.577133323,0.445141121,0.643587977,0.783877004,0.290665026,0.292385448,0.416949526,140.9332924,141.7674648,202.1642242,484.8649815,0.39195622,0.497747226,0.630444785
JP2,42.49572,589.6855,0.492142684,0.54879494,0.418570857,0.658613566,0.820982792,0.272959385,0.305941251,0.421099363,150.3328773,168.4976999,231.9212393,550.7518165,0.393685919,0.492142684,0.629339803
JP2,42.49572,660.23,0.490272682,0.533564183,0.405350363,0.668704021,0.851840924,0.264021506,0.315510007,0.420468487,162.8058657,194.5556656,259.2771213,616.6386525,0.391624781,0.490272682,0.631094307
JP2,42.49572,730.7745,0.486025105,0.509717574,0.384883777,0.681400526,0.887277556,0.250064447,0.32799062,0.421944933,170.6753587,223.861958,287.9881713,682.5254881,0.39150358,0.486025105,0.630888949
JP2,42.49572,871.8635,0.485374435,0.461478313,0.340862514,0.680822232,0.897111883,0.226080115,0.338468063,0.435451822,184.0968475,275.6142591,354.5880525,814.2991591,0.401938258,0.485374435,0.63081975
JP2,42.49572,95.874,0.5886505,0.896370542,0.804939791,0.277815345,0.230113459,0.53005115,0.086091433,0.383857417,47.46288336,7.708968545,34.37211637,89.54396827,0.381265747,0.5886505,0.635507375
JP2,42.49572,166.4185,0.565086721,0.864036571,0.761905147,0.388629183,0.349884169,0.49095507,0.128513037,0.380531893,76.30954116,19.97488464,59.146378,155.4308038,0.376157646,0.565086721,0.63392788
JP2,42.49572,236.963,0.534884547,0.798990846,0.679368449,0.526973205,0.540396655,0.430538444,0.193705201,0.375756354,95.28575207,42.87037781,83.16150923,221.3176391,0.36887245,0.534884547,0.635103405
JP2,42.49572,307.5075,0.510734233,0.735635616,0.609364474,0.624193696,0.717505669,0.379289481,0.249827732,0.370882788,108.9336362,71.75164258,106.5191964,287.2044752,0.360462986,0.510734233,0.636443047
JP2,42.49572,378.052,0.493726574,0.662817715,0.531511544,0.685539451,0.857654394,0.330388159,0.295389113,0.374222727,116.657188,104.299329,132.1347931,353.0913101,0.35941091,0.493726574,0.637564348
JP2,42.49572,448.5965,0.475499429,0.611580477,0.486171339,0.744649093,1.02124322,0.293668799,0.33879869,0.367532511,123.0408089,141.949247,153.98809,418.9781459,0.348451796,0.475499429,0.638461318
JP2,42.49572,519.141,0.4653275,0.556118691,0.433836094,0.775444968,1.126224612,0.261264582,0.36967353,0.369061888,126.6780467,179.2417493,178.9451855,484.8649815,0.346449332,0.4653275,0.639277395
JP2,42.49572,589.6855,0.458571821,0.529302531,0.411005873,0.793918623,1.201302231,0.24518545,0.387151526,0.367663024,135.0363321,213.2244064,202.4910785,550.751817,0.342062596,0.458571821,0.63976295
JP2,42.49572,660.23,0.454536789,0.497831423,0.383100151,0.803111517,1.242649044,0.227848149,0.401017911,0.37113394,140.4999756,247.2831443,228.8555327,616.6386525,0.343061277,0.454536789,0.63951631
JP2,42.49572,730.7745,0.44906732,0.493050654,0.381328379,0.819806303,1.307846713,0.223217473,0.411772992,0.365009536,152.3516147,281.0455623,249.1283117,682.5254888,0.335832382,0.44906732,0.640183302
JP2,42.49572,871.8635,0.446586198,0.414661562,0.309823504,0.824136086,1.349321258,0.186747281,0.434212345,0.379040374,152.0681539,353.5787474,308.6522578,814.2991591,0.345372321,0.446586198,0.640647908
OS,30.74021,95.874,0.527078532,0.898167066,0.826541134,0.195520141,0.131428651,0.475015907,0.059157271,0.465826821,42.66368113,5.313226166,41.8383609,89.8152682,0.468406592,0.527078532,0.55621594
OS,30.74021,166.4185,0.501761948,0.85366347,0.761713126,0.339553149,0.245307874,0.430044249,0.108837554,0.461118197,67.04464134,16.96796269,71.88912351,155.9017275,0.459451497,0.501761948,0.554310632
OS,30.74021,236.963,0.462482427,0.781649494,0.677006475,0.551024304,0.463839449,0.363138904,0.195124217,0.441736879,80.61254685,43.31527113,98.0603688,221.9881868,0.437395669,0.462482427,0.553917776
OS,30.74021,307.5075,0.427638684,0.701984436,0.59501204,0.710937481,0.686469285,0.302692884,0.274579135,0.422727981,87.19814541,79.09928712,121.7772135,288.074646,0.416284038,0.427638684,0.55233626
OS,30.74021,378.052,0.401027204,0.637240346,0.536186798,0.819570236,0.886709826,0.258485888,0.335903498,0.405610614,91.54564779,118.9639541,143.6515034,354.1611053,0.39528336,0.401027204,0.551273094
OS,30.74021,448.5965,0.384827208,0.574081183,0.47733563,0.88453891,1.032721824,0.225121184,0.379414232,0.395464585,94.6066293,159.4479069,166.1930287,420.2475649,0.383939509,0.384827208,0.551639527
OS,30.74021,519.141,0.372855888,0.537635144,0.445819096,0.93037916,1.150752485,0.203924056,0.409911986,0.386163958,99.1752067,199.3541455,187.8046715,486.3340238,0.372443361,0.372855888,0.551971751
OS,30.74021,589.6855,0.364315375,0.500664598,0.413058724,0.962041981,1.2362367,0.18640628,0.432760256,0.380833464,102.9746472,239.0656296,210.3802061,552.420483,0.366347924,0.364315375,0.551678576
OS,30.74021,660.23,0.358829854,0.485782832,0.401196697,0.981380076,1.299959343,0.178137888,0.446169005,0.375693107,110.1795204,275.958627,232.3687948,618.5069423,0.359831657,0.358829854,0.551927493
OS,30.74021,730.7745,0.354776409,0.455014396,0.373668051,0.995590099,1.351303354,0.166236967,0.459643593,0.37411944,113.8047307,314.6689708,256.1197,684.5934015,0.35747401,0.354776409,0.552281881
OS,30.74021,871.8635,0.349078718,0.432676432,0.3549335,1.014507096,1.411753862,0.155250136,0.473099508,0.371650356,126.8030823,386.4117441,303.5514936,816.76632,0.352823075,0.349078718,0.551490457
OS,30.74021,1012.9525,0.347506087,0.420592531,0.344401602,1.016685516,1.436525739,0.150826795,0.477350583,0.371822622,143.125464,452.9766987,352.8370758,948.9392385,0.351302202,0.347506087,0.551194016
OS,30.74021,1154.0415,0.347038369,0.410325595,0.335273817,1.019167513,1.465302063,0.146270149,0.482292193,0.371437658,158.1344363,521.4119531,401.5657676,1081.112157,0.34868671,0.347038369,0.552869064
OS,30.74021,1295.1305,0.346519709,0.386696219,0.312934508,1.019433096,1.47078612,0.138019466,0.486751395,0.37522914,167.4569582,590.568203,455.2599154,1213.285077,0.351515356,0.346519709,0.552554778
OS,30.74021,95.874,0.475416255,0.88482948,0.819242212,0.190727384,0.114060018,0.421335082,0.057037436,0.521627483,37.84232343,5.122832617,46.85011233,89.81526838,0.528154283,0.475416255,0.5010964
OS,30.74021,166.4185,0.465271078,0.840635778,0.755477967,0.276533227,0.171381052,0.392744538,0.085642986,0.521612475,61.22955195,13.35188947,81.32028596,155.9017274,0.521052632,0.465271078,0.503224114
OS,30.74021,236.963,0.441986207,0.764007153,0.661473277,0.422040178,0.285715733,0.340430646,0.140820589,0.518748766,75.57158183,31.26050721,115.156098,221.988187,0.515756983,0.441986207,0.501998083
OS,30.74021,307.5075,0.418995734,0.678919229,0.570964089,0.556210703,0.416595231,0.288415849,0.200337697,0.511246454,83.08529361,57.71221115,147.2771413,288.074646,0.505098778,0.418995734,0.501461508
OS,30.74021,378.052,0.401527327,0.612319306,0.50594844,0.654971775,0.532299095,0.250027474,0.248834247,0.501138279,88.55000654,88.12741195,177.4836868,354.1611053,0.492212135,0.401527327,0.501817361
OS,30.74021,448.5965,0.387807771,0.553660378,0.451804223,0.723987266,0.625651559,0.219266354,0.286172493,0.494561154,92.14615125,120.2632932,207.8381205,420.2475649,0.482770524,0.387807771,0.501279327
OS,30.74021,519.141,0.377988706,0.509246624,0.41268432,0.776438816,0.707650728,0.197555699,0.315961025,0.486483276,96.07805801,153.6625966,236.5933691,486.3340238,0.47256409,0.377988706,0.50220099
OS,30.74021,589.6855,0.370444215,0.469055966,0.378445285,0.815171855,0.774325101,0.179453138,0.33990244,0.480644423,99.13358917,187.7690701,265.5178243,552.4204836,0.465182903,0.370444215,0.502940397
OS,30.74021,660.23,0.364419289,0.455163477,0.367955833,0.845335647,0.827945474,0.17117599,0.356128781,0.472695229,105.8735382,220.2681234,292.3652807,618.5069423,0.455980942,0.364419289,0.503224676
OS,30.74021,730.7745,0.359275898,0.415017786,0.332230368,0.867253328,0.872026461,0.154740829,0.372788985,0.472470186,105.9345505,255.2088793,323.4499717,684.5934015,0.454156207,0.359275898,0.50301379
OS,30.74021,871.8635,0.354179254,0.396172945,0.316435458,0.894113237,0.932764079,0.145856016,0.389056064,0.46508792,119.1302814,317.7678897,379.8681489,816.76632,0.444820435,0.354179254,0.504417244
OS,30.74021,1012.9525,0.35163773,0.379778542,0.303757896,0.907994244,0.970492816,0.139337504,0.39927703,0.461385466,132.2228249,378.8896408,437.8267728,948.9392385,0.439775883,0.35163773,0.505731112
OS,30.74021,1154.0415,0.349542018,0.372638383,0.297936356,0.913115902,0.986191852,0.13576832,0.402805997,0.461425683,146.7807813,435.4784603,498.8529154,1081.112157,0.438172778,0.349542018,0.504648341
OS,30.74021,1295.1305,0.348886327,0.361838024,0.288891997,0.91558452,1.00790442,0.132273732,0.407087231,0.460639037,160.4857449,493.9128618,558.8864688,1213.285075,0.43542076,0.348886327,0.505777829
OS,30.74021,95.874,0.458707157,0.873472756,0.806121634,0.255692209,0.154533423,0.402093389,0.076036894,0.521869717,36.11412561,6.829274034,46.87186864,89.81526829,0.530345711,0.458707157,0.492620368
OS,30.74021,166.4185,0.430790123,0.792516987,0.704552841,0.432354586,0.288070282,0.344853713,0.139199471,0.515946815,53.7632896,21.701438,80.43699977,155.9017274,0.517447166,0.430790123,0.490399854
OS,30.74021,236.963,0.395781829,0.69783906,0.603873088,0.638820259,0.497810911,0.280827633,0.224801876,0.494370491,62.34041705,49.90336084,109.7444089,221.9881868,0.488566753,0.395781829,0.489492299
OS,30.74021,307.5075,0.370046648,0.607879921,0.516475003,0.778291364,0.683298628,0.230643011,0.292727072,0.476629917,66.44240375,84.32724765,137.3049946,288.074646,0.464892007,0.370046648,0.489026286
OS,30.74021,378.052,0.356178641,0.538036398,0.451716386,0.849718724,0.812225574,0.197915134,0.335047918,0.467036948,70.09384261,118.660941,165.4063217,354.1611053,0.449903972,0.356178641,0.490351056
OS,30.74021,448.5965,0.34692071,0.491712392,0.409196965,0.898196086,0.909893459,0.176434121,0.364898759,0.45866712,74.14600965,153.3478148,192.7537401,420.2475645,0.437821156,0.34692071,0.491962131
OS,30.74021,519.141,0.340564868,0.468621961,0.390048946,0.929629058,0.983863892,0.165952865,0.383693855,0.45035328,80.70852459,186.6033764,219.0221228,486.3340238,0.427140476,0.340564868,0.493076226
OS,30.74021,589.6855,0.338842747,0.437982195,0.362083964,0.938568617,1.019645953,0.154454956,0.394599363,0.450945681,85.3240814,217.9847707,249.1116309,552.420483,0.425079495,0.338842747,0.494554578
OS,30.74021,660.23,0.334468557,0.432014971,0.357740975,0.951921606,1.051333354,0.150624816,0.400872042,0.448503142,93.16249437,247.9421409,277.402307,618.5069423,0.420339143,0.334468557,0.492806328
OS,30.74021,730.7745,0.332232012,0.414146922,0.340737516,0.967114426,1.089537584,0.143163573,0.411550847,0.445285581,98.00883741,281.7449942,304.8395705,684.5934022,0.416245891,0.332232012,0.494521564
OS,30.74021,871.8635,0.332128485,0.411446968,0.339722062,0.965186205,1.109064397,0.141908034,0.412476839,0.445615127,115.9057027,336.8971899,363.9634274,816.76632,0.413074751,0.332128485,0.495270431
OS,30.74021,1012.9525,0.330066129,0.394909384,0.324738025,0.967198915,1.123540757,0.136385406,0.41644534,0.447169255,129.4214633,395.1813238,424.3364523,948.9392394,0.413213665,0.330066129,0.493903707
OS,30.74021,1154.0415,0.332841539,0.397702866,0.326896587,0.958804625,1.12968717,0.137696564,0.414616577,0.447686859,148.8654293,448.2470219,483.9997058,1081.112157,0.411357761,0.332841539,0.496667725
OS,30.74021,1295.1305,0.332340747,0.389781644,0.318905665,0.961712064,1.131263216,0.135174636,0.415512797,0.449312566,164.0053684,504.1354753,545.1442306,1213.285074,0.412395549,0.332340747,0.495917355
OS,30.74021,95.874,0.493031158,0.880561606,0.804990872,0.208177711,0.135983745,0.434052017,0.063947093,0.50200089,38.98449836,5.743425314,45.08734462,89.81526829,0.521871175,0.493031158,0.522776789
OS,30.74021,166.4185,0.474817971,0.831724324,0.738718998,0.316986376,0.209514694,0.395481421,0.100745769,0.50377281,61.65623674,15.70643943,78.53905136,155.9017275,0.516744762,0.474817971,0.520123548
OS,30.74021,236.963,0.448823961,0.754773489,0.648849065,0.483102462,0.353846841,0.340714945,0.166205374,0.493079681,75.63469285,36.89562961,109.4578643,221.9881868,0.501503107,0.448823961,0.520787443
OS,30.74021,307.5075,0.426195638,0.674232503,0.565221259,0.614880243,0.497161404,0.290787569,0.227186528,0.482025903,83.76852601,65.44667864,138.8594414,288.074646,0.486529542,0.426195638,0.521526393
OS,30.74021,378.052,0.409785739,0.605334669,0.498989839,0.702136895,0.612837098,0.252701988,0.273614187,0.473683825,89.49721537,96.90350289,167.760387,354.1611053,0.474879825,0.409785739,0.521865357
OS,30.74021,448.5965,0.398451115,0.551679293,0.449601107,0.759377573,0.702289019,0.225052979,0.307252312,0.467694709,94.57796631,129.1220358,196.5475624,420.2475645,0.465504137,0.398451115,0.522495661
OS,30.74021,519.141,0.38912411,0.513474356,0.416187985,0.804289424,0.775445123,0.205737851,0.333005731,0.461256418,100.0573169,161.9520171,224.3246898,486.3340238,0.457083357,0.38912411,0.52242674
OS,30.74021,589.6855,0.382815567,0.469508197,0.376423694,0.83439016,0.837479844,0.185908753,0.355556677,0.45853457,102.6998031,196.4167912,253.3038886,552.420483,0.452006348,0.382815567,0.523611108
OS,30.74021,660.23,0.377404341,0.46016796,0.37057967,0.857146298,0.879222864,0.180158032,0.367317678,0.452524291,111.4289935,227.1885339,279.8894155,618.5069429,0.444933448,0.377404341,0.522956063
OS,30.74021,730.7745,0.374287609,0.442252016,0.354641345,0.872895731,0.918239211,0.171767833,0.378722068,0.449510099,117.5911251,259.2706288,307.7316477,684.5934015,0.440068951,0.374287609,0.524093495
OS,30.74021,871.8635,0.370449875,0.413917031,0.330777333,0.891424218,0.966351874,0.159836569,0.393299641,0.446863791,130.5491263,321.2339004,364.9832941,816.7663208,0.435348736,0.370449875,0.525203066
OS,30.74021,1012.9525,0.367715723,0.400496012,0.318872325,0.906852577,0.994788885,0.153538764,0.402310115,0.444151121,145.6989578,381.7678542,421.4724265,948.9392385,0.432368559,0.367715723,0.52552759
OS,30.74021,1154.0415,0.36580081,0.39382216,0.312839101,0.906203946,1.002954358,0.149709745,0.403415337,0.446874917,161.8530253,436.1372251,483.1219054,1081.112156,0.43219036,0.36580081,0.523706168
OS,30.74021,1295.1305,0.365667113,0.384121223,0.304928157,0.909768834,1.015329001,0.146072543,0.406982758,0.446944699,177.2276364,493.7861063,542.2713329,1213.285075,0.431312779,0.365667113,0.524712861
SCH_11,54.7298,95.874,0.40776404,0.845650825,0.783824172,0.216971069,0.110446872,0.347708035,0.061680128,0.590611837,30.51909589,5.413799946,51.83929468,87.77219052,0.604389442,0.40776404,0.431813811
SCH_11,54.7298,166.4185,0.398205589,0.817464535,0.748105435,0.294682855,0.154425555,0.329311588,0.084737947,0.585950466,50.1723804,12.9102791,89.27268504,152.3553445,0.594038295,0.398205589,0.431264641
SCH_11,54.7298,236.963,0.384924073,0.742435127,0.660667694,0.423474842,0.238856967,0.291212347,0.128614409,0.580173244,63.17516923,27.90141674,125.8619123,216.9384983,0.583064419,0.384924073,0.434013566
SCH_11,54.7298,307.5075,0.372031969,0.677457073,0.590940806,0.525188198,0.320340067,0.258512177,0.168024388,0.573463435,72.77677517,47.30250331,161.4423737,281.5216521,0.570972019,0.372031969,0.435194442
SCH_11,54.7298,378.052,0.362428634,0.60250347,0.513320161,0.603609563,0.39429892,0.224988566,0.203682553,0.571328881,77.86962399,70.49551049,197.7396715,346.104806,0.563940848,0.362428634,0.437508768
SCH_11,54.7298,448.5965,0.354192145,0.561264643,0.475264758,0.664997008,0.457469947,0.20541323,0.231307539,0.563279231,84.36074036,94.99522129,231.3319982,410.6879599,0.552342237,0.354192145,0.438773629
SCH_11,54.7298,519.141,0.348915986,0.510313894,0.425871798,0.699760963,0.497982604,0.184478411,0.250662856,0.564858732,87.67725986,119.1328147,268.4610387,475.2711133,0.55107569,0.348915986,0.439239004
SCH_11,54.7298,589.6855,0.345840377,0.461828104,0.38033141,0.728178999,0.536890655,0.165122755,0.269287544,0.565589701,89.14222397,145.3760298,305.3360138,539.8542676,0.54844387,0.345840377,0.441725731
SCH_11,54.7298,660.23,0.343654016,0.44130317,0.361366182,0.743856136,0.560903794,0.156688926,0.279052755,0.564258319,94.70865041,168.6699277,341.0588434,604.4374215,0.545467138,0.343654016,0.442650438
SCH_11,54.7298,730.7745,0.34177343,0.420308966,0.343332462,0.760399765,0.583717777,0.148463215,0.288600779,0.562936006,99.32494552,193.0798592,376.6157706,669.0205754,0.542211039,0.34177343,0.443802403
SCH_11,54.7298,871.8635,0.339594273,0.386940743,0.31279723,0.771036443,0.606482047,0.136101292,0.298279166,0.565619542,108.634266,238.0825178,451.4700992,798.1868831,0.542462805,0.339594273,0.44420728
SCH_11,54.7298,1012.9525,0.337924006,0.377323277,0.305873155,0.779197461,0.619847765,0.131609041,0.30369226,0.564698699,122.0480641,281.6299863,523.6751404,927.3531908,0.53987701,0.337924006,0.4441314
SCH_11,54.7298,1295.1305,0.338052029,0.36068185,0.290184292,0.779079131,0.63333198,0.125506144,0.30780011,0.566693746,148.8108535,364.9542216,671.9207312,1185.685806,0.539132134,0.338052029,0.445684156
SCH_11,54.7298,95.874,0.449065085,0.777832472,0.68811841,0.293148091,0.181516509,0.35271779,0.094623005,0.552659205,30.95881306,8.305268422,48.50810903,87.77219052,0.548066261,0.449065085,0.488154529
SCH_11,54.7298,166.4185,0.433046603,0.746817156,0.654765124,0.362708057,0.232056543,0.327467703,0.11963277,0.552899527,49.89145467,18.22669187,84.23719785,152.3553444,0.545719218,0.433046603,0.481951372
SCH_11,54.7298,236.963,0.420520601,0.690216034,0.593808603,0.444433468,0.300874105,0.294245815,0.153455648,0.552298537,63.83324523,33.29043783,119.8148152,216.9384983,0.541286913,0.420520601,0.481926861
SCH_11,54.7298,307.5075,0.410814383,0.641755635,0.544600442,0.502113974,0.355948711,0.267956704,0.179949968,0.552093328,75.43561401,50.65981229,155.4262258,281.5216521,0.537926146,0.410814383,0.481679009
SCH_11,54.7298,378.052,0.406358837,0.60533221,0.508229796,0.527537314,0.385964223,0.249953995,0.193801685,0.55624432,86.51027895,67.07569459,192.5188325,346.104806,0.538727974,0.406358837,0.481895917
SCH_11,54.7298,448.5965,0.40002008,0.5896927,0.496147696,0.558555779,0.423010551,0.239508022,0.209069031,0.551422947,98.36306093,85.86213381,226.4627651,410.6879599,0.531078082,0.40002008,0.481277778
SCH_11,54.7298,519.141,0.400903443,0.566775158,0.472225973,0.558742893,0.427644945,0.230802688,0.212068283,0.557129029,109.6938506,100.7899291,264.7873341,475.2711137,0.535280278,0.400903443,0.482681844
SCH_11,54.7298,589.6855,0.398080927,0.516309767,0.423192168,0.573885495,0.448849239,0.209104917,0.224230869,0.566664214,112.8861818,121.0519916,305.9160942,539.8542676,0.542249562,0.398080927,0.482992586
SCH_11,54.7298,660.23,0.397966775,0.512637432,0.420010516,0.574603386,0.455553997,0.207203661,0.226250869,0.56654547,125.2416466,136.7544919,342.441283,604.4374215,0.540832669,0.397966775,0.483530404
SCH_11,54.7298,730.7745,0.397323333,0.495699271,0.402674904,0.585240923,0.47007368,0.199217762,0.232595753,0.568186485,133.2807818,155.6113445,380.1284491,669.0205754,0.540554686,0.397323333,0.484999864
