Taxa,NDVI,PRI,ExGm,GRVI,ARI,RGR,NDVI_sd,PRI_sd,ExGm_sd,GRVI_sd,ARI_sd,RGR_sd
Marchantia,0.866956792,-0.056892287,2.295238095,0.084742533,0.056716659,0.85353956,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.713103448,-0.06655574,4.666111111,0.19404365,0.100014928,0.714570082,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.640228302,-0.011895321,3.001106443,0.009798263,0.071829971,0.93762357,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.830033546,0.002437652,5.781428571,0.070945015,0.028688782,0.866932221,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.575990261,-0.019597019,5.159038282,0.117325664,0.046496713,0.809969485,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.809954046,-0.016679905,7.100093371,0.090970957,0.096546662,0.847281538,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.777975133,-0.031679617,5.547824463,0.162935571,0.157672512,0.752047139,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.688135593,-0.062025316,3.032432306,0.025514878,0.065335928,0.936724196,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.618708529,-0.034789432,8.32410831,0.185018406,0.115525244,0.726302624,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.590057882,-0.046357616,2.073753501,-0.092795925,0.103013031,1.132538136,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.813787462,-0.040261153,3.562371615,0.19970737,0.17827051,0.698843085,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.659499264,0.008469522,6.738510738,0.092148733,0.022050751,0.84749009,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.499315312,-0.01582015,5.051027077,0.023698707,0.014292953,0.949276683,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.609359105,-0.023421993,4.998814192,0.117846169,0.069873889,0.808009382,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.61293598,0.018733697,2.441507937,-0.082427895,0.012207322,1.095031308,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.603796376,0.002779456,3.126101774,0.11550704,0.007472525,0.811518903,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.581883623,-0.041528662,4.934981326,0.318018541,0.118960067,0.57919968,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.526105453,-0.057405516,5.1832493,0.121050928,0.076697759,0.802552267,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.558033114,-0.041953663,5.126540616,0.179222445,0.162687978,0.731658973,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.651360047,-0.046885934,3.308099907,0.086386904,0.172866912,0.843545781,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.635495769,-0.019021158,4.081344538,0.145920458,0.076007656,0.769630982,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.576716907,-0.015080603,6.432016807,0.038373068,0.066524735,0.910241328,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Marchantia,0.559276262,-0.04109589,8.638235294,0.198187989,0.188761788,0.708230176,0.132724687,0.035158133,2.145762048,0.14422603,0.254788455,0.171106719
Zea,0.900285668,0.020034139,8.780282913,0.388319376,-0.0799833,0.504604201,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.901243667,0.016887503,9.421121382,0.383212467,-0.059829626,0.50828511,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.889856201,0.026374443,12.625324,0.449213025,-0.043526089,0.450288252,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.88567955,0.036000224,9.754404295,0.403187197,-0.065166387,0.492725146,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.854016947,0.010802404,12.33587955,0.353392496,-0.039118586,0.536746142,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.897110474,0.003838548,6.961654528,0.367731147,-0.08967502,0.525140183,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.852008939,0.017022697,9.04809057,0.32866916,-0.04902418,0.563553633,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.861159364,0.018403529,9.06127451,0.347804534,-0.062142837,0.54396147,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.877058533,0.0242134,11.78219795,0.399723522,-0.04831894,0.493756634,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.884386463,0.032406569,10.28456396,0.389334677,-0.050949658,0.504521205,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.867042536,0.021774312,15.41058637,0.403818078,-0.030299152,0.489079227,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.889136628,0.015724851,11.73466013,0.406831278,-0.050572487,0.485789494,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.722441632,-0.007139354,11.19735294,0.207320335,-0.018960331,0.698930152,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.904051336,0.024260224,12.29163679,0.463948355,-0.054265057,0.436151178,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.855933523,0.009956089,18.83725397,0.389486646,-0.026018325,0.502176088,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.895440899,0.025722071,10.48438189,0.423899101,-0.057408429,0.472505642,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.869804011,0.026682312,10.38990476,0.386733607,-0.046452796,0.508287858,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.858480681,0.022862492,17.60907376,0.393463863,-0.022300297,0.499341501,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.853040023,0.009442215,17.87778338,0.377890991,-0.021270098,0.512679015,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.884409016,0.005585522,8.458509804,0.372942291,-0.075849321,0.521090473,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.872474831,0.024390244,8.36723436,0.360079395,-0.06124819,0.531922622,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.844138269,0.007461402,18.51286275,0.368966436,-0.023027722,0.521881968,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.92869708,0.024086074,10.57657796,0.488223707,-0.066915175,0.41568777,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.844358786,0.01472984,15.82867974,0.379257943,-0.026391623,0.512902662,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.892232506,0.023730553,16.3841606,0.446645926,-0.032234469,0.450252404,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.877715205,0.015868826,17.48770775,0.430382976,-0.034118111,0.464003581,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.874362943,0.012543508,12.97934267,0.411454149,-0.043689572,0.482068268,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
Zea,0.880664746,0.018893695,12.37084127,0.402598695,-0.046032087,0.491603248,0.035647954,0.009245552,3.493035387,0.050436904,0.018762293,0.050352705
